,Categories,Closed Date Year,Description,Founded Date,Headquarters Location,Number of Founders,Number of Funding Rounds,Organization Name,Total Funding Amount,success
546,Software,2014,Hashgo creates applications and games that improve social commentary on Twitter.,2012,"San Francisco, California, United States",1.0,1.0,Hashgo,25000.0,0.0
547,"Analytics, Education, Mobile Apps",2014,Kite is an app that offers student progress tracking and analytics to educators.,2012,"Pasadena, California, United States",2.0,1.0,Kite,5266132.0,0.0
548,"Fashion, Internet, Mobile, Shopping, Software",2014,Shwrüm is a software company providing customer relationship management (CRM) solutions to high-end clothing stores and boutiques.,2013,"Gainesville, Florida, United States",1.0,1.0,Shwrüm,50000.0,0.0
549,"Education, Media and Entertainment, TV",2014,Norin.TV (formerly Ten Thousand Hours) is a website where users learn English by watching popular American TV shows and movies.,2011,"Ohio, Illinois, United States",1.0,1.0,norin.tv,20000.0,0.0
550,"E-Commerce, Gift Card, Mobile",2014,Minded is an online gift-giving platform that uses matching algorithms to pair user interests with curated gifts.,2013,"Honolulu, Hawaii, United States",2.0,1.0,Minded,20000.0,0.0
551,"Messaging, Photo Sharing",2014,"Memorandom, a memory sharing journal, allows users to document text, audio and video files from mobile phones and share them with others.",2011,"New Orleans, Louisiana, United States",,1.0,Memorandom,80000.0,0.0
552,"Advertising, Brand Marketing, Social Media, Social Media Management, Social Media Marketing",2014,SocialThreader improves the effectiveness of digital marketing via social integration of brand and consumer voices in ads and websites.,2012,"Saratoga, California, United States",1.0,2.0,SocialThreader,45000.0,0.0
553,"Automotive, Natural Language Processing, Search Engine",2014,Carsabi is the search engine for used cars,2011,"San Francisco, California, United States",2.0,1.0,Carsabi,5266132.0,1.0
554,Non Profit,2014,Bloson is a social platform offering an app that allows users to support charitable projects through their web browsing activities.,2009,"Cambridge, Massachusetts, United States",,1.0,Bloson,5266132.0,1.0
555,"Consumer Goods, Health Care",2014,"MoonTango is a personal supply chain for women, delivering all her essential personal care products with ease and delight.",2011,"Seattle, Washington, United States",1.0,1.0,MoonTango,20000.0,0.0
556,"Education, Incubators",2014,StartItUp is a website that provides resources for new companies to grow and succeed.,2013,"Palo Alto, California, United States",,1.0,StartitUp,5266132.0,0.0
557,"Crowdfunding, Crowdsourcing, Search Engine, Venture Capital",2014,Stand Offer is a search engine enabling investors to discover crowdfunding startups.,2012,"Columbus, Ohio, United States",2.0,2.0,Stand Offer,4500.0,0.0
558,Biotechnology,2014,TranquilMed develops drugs and treatments with a focus on patients suffering with restless legs syndrome.,2010,"Provo, Utah, United States",1.0,1.0,TranquilMed,27000.0,0.0
559,Music,2014,"Spotlight.fm is a competitive online platform connecting up-and-coming artists in the music industry with promoters, agencies and labels.",2012,"New York, New York, United States",1.0,1.0,Spotlight.fm,5266132.0,0.0
560,E-Commerce,2014,Chrome extension for saving automating savings online.,2014,"Cambridge, Massachusetts, United States",1.0,1.0,Zinc Save,5266132.0,0.0
561,"Financial Services, Food and Beverage, Insurance, Restaurants, Retail",2014,"ICONIC is a support services organization, providing all backoffice, branding, architecture,marketing.",2013,"Jonesboro, Arkansas, United States",,1.0,ICONIC,5266132.0,0.0
562,"Location Based Services, Messaging",2014,Share live anonymous messages with everyone near you.,2014,"Cincinnati, Ohio, United States",2.0,1.0,Quack,20000.0,0.0
563,"Delivery, Internet",2014,College Snack Attack is a late night snack delivery service for college campuses.,2010,"Palo Alto, California, United States",,2.0,College Snack Attack,50000.0,0.0
564,"Android, Events, iOS, Mobile",2014,Interest-based Mobile App,2013,"Babson Park, Massachusetts, United States",,1.0,bulletn.,3000.0,0.0
565,"Apps, Augmented Reality, Mobile, Music, Nightlife, Software",2014,"JumpTheClub is a free to download, location-based, utility and social media mobile application for smart phones.",2010,"Hartford, Connecticut, United States",1.0,1.0,JumpTheClub,100000.0,0.0
566,"E-Commerce, Events, Retail, Service Industry, Wedding",2014,RegistryLove is a registry service allowing users to register products and services from anywhere and consolidate them onto one registry.,2012,"Cupertino, California, United States",3.0,1.0,RegistryLove,5266132.0,0.0
567,"Advertising, Advertising Platforms, Analytics, Big Data, Publishing",2014,Hiptype provides analytics and advertising capabilities to eBook platforms.,2012,"San Francisco, California, United States",2.0,1.0,Hiptype,5266132.0,0.0
568,"Event Management, Music, Social Media",2014,Masses Discover : Musicians Succeed,2011,"Los Angeles, California, United States",3.0,1.0,PROnoise,5266132.0,0.0
569,Veterinary,2014,VetCompare was a price comparison engine for veterinary services.,2014,"Sunnyvale, California, United States",2.0,1.0,VetCompare,5266132.0,0.0
570,"Crowdsourcing, Photography, Video, Video Editing",2014,Clipik is a video-editing platform that helps users transform the videos and pictures of their life events into highlight clips.,2010,"San Francisco, California, United States",2.0,1.0,Clipik,5266132.0,0.0
571,"Analytics, Big Data, Business Intelligence, Enterprise Software, Search Engine",2014,Vertascale is building the leading business intelligence platform for Hadoop.,2012,"Menlo Park, California, United States",2.0,1.0,Vertascale,5266132.0,0.0
572,Health Care,2014,Avva is a personal online application that helps women who have been diagnosed with breast cancer prepare for important medical,2011,"Palo Alto, California, United States",,1.0,Avva Health,5266132.0,0.0
573,"IaaS, Web Hosting",2014,Will Hosting is a Hosting company that specializes in web solutions for small businesses.,2010,"Panama City, Florida, United States",,1.0,Will Hosting,5266132.0,0.0
574,Software,2014,"Capigami develops Out of Milk, a shopping list, to-do list, and pantry list app for Android and iOS platforms.",2011,"San Francisco, California, United States",3.0,1.0,Capigami,5266132.0,0.0
575,"Events, Social News",2014,A place where strangers can easily 'icebreak' into that first awkward conversation and make new friends.,2014,"Lexington, Virginia, United States",2.0,1.0,Schmoozer,2500.0,0.0
576,"E-Learning, Gaming, Video Games",2014,Trymph Inc created multiplayer learning games on Android. Three of our games reached million+ users each with a high 4+ rating.,2011,"Mountain View, California, United States",1.0,2.0,Trymph Inc.,5266132.0,0.0
577,"Digital Media, Media and Entertainment, Social Media",2014,DailySingle is an online people daily magazine features a daily profile of a compelling person in the community.,2009,"New York, New York, United States",1.0,1.0,Dailysingle,5266132.0,0.0
578,Advertising,2014,InstantQ allows restaurants to send Just-In-Time promotions to customers to increase foot traffic on slow nights.,2009,"Sunnyvale, California, United States",1.0,1.0,InstantQ,5266132.0,0.0
579,"Fashion, Shoes",2014,Milk and Honey Shoes is the custom-made shoes brand.,2010,"Los Angeles, California, United States",,1.0,Milk and Honey Shoes,5266132.0,0.0
580,"Hardware, Price Comparison",2014,"The Price Wizards, LLC (The Price Wizards) is an online price comparison website that compares products and merchants through one.",2012,"Winter Springs, Florida, United States",,1.0,The Price Wizards,5266132.0,0.0
581,"Alternative Medicine, Health Care, Recreation",2014,EnlightenMed can make real and lasting progress to champion the human side of medicine.,2011,"Escondido, California, United States",,1.0,EnlightenMed,5266132.0,0.0
582,Messaging,2014,"HubChilla is a web-based platform that allows its users to send text messages to other users based on their interests, gender, and location.",2012,"San Jose, California, United States",,1.0,HubChilla,5266132.0,0.0
583,Software,2014,Kambit is a web based product that combines Social Crowdfunding with Online Shopping.,2011,"Cedar Park, Texas, United States",2.0,2.0,Kambit,5266132.0,0.0
584,"Hospitality, Travel",2014,Trips-N-Salsa is building an online marketplace for hotels and small businesses.,2012,"Greenville, South Carolina, United States",4.0,1.0,Trips n Salsa,5266132.0,0.0
585,"Hardware, Software",2014,"Striped Sail is a company creating sophisticated, modernized and environmental-friendly accessories for Apple iPhones.",2010,"Champaign, Illinois, United States",2.0,1.0,Striped Sail,5266132.0,0.0
586,"Music, Retail",2014,"Finally, it pays to share! GODIGEX is a new type of music retail service dedicated to independent artsts and labels.",2011,"Atlanta, Georgia, United States",,1.0,Godigex,5266132.0,0.0
587,Internet,2014,Tagora is a platform providing toolset for selling secondary goods online.,2012,"Cleveland, Ohio, United States",,1.0,Tagora,5266132.0,0.0
588,"Dental, Health Care, Medical",2014,Most American families go to their health care provider several times in a single year. The range of reason why they go is wide from a,2010,"Brentwood, Tennessee, United States",,1.0,MDSmartSearch.com,5266132.0,0.0
589,"Developer Platform, Gaming, Mobile",2014,Social Mobile Action Game Developers.,2011,"Brooklyn, New York, United States",,1.0,Rally Games,5266132.0,0.0
590,"Art, Brand Marketing, E-Commerce, Fashion",2014,Shut Down is an apparel brand that offers custom printed t-shirts.,2013,"Tuscaloosa, Alabama, United States",1.0,1.0,Shut Down,5266132.0,0.0
591,"Fitness, Software",2014,Personally tailored fitness software,2011,"Durham, North Carolina, United States",,1.0,Fitsistant,5266132.0,0.0
592,"Android, Internet, iOS, Music, Music Streaming",2015,"Beats Music is a website providing online music streaming service, centered around curated playlists created by musicians and music writers.",2013,"San Francisco, California, United States",2.0,2.0,Beats Music,120000000.0,0.0
593,"Consumer, Hospitality, Internet, Service Industry",2015,Homejoy is an online platform connecting professional cleaners with clients for $20 per hour.,2010,"San Francisco, California, United States",2.0,6.0,Homejoy,65890945.0,0.0
594,"Apps, B2B, Delivery, Mobile, Transportation",2015,Sidecar Technologies provids B2B delivery transportation network in the world.,2011,"San Francisco, California, United States",2.0,5.0,Sidecar Technologies,35520000.0,1.0
595,"Apps, Internet, Social Media",2015,Secret offers an online platform that enables users to share their personal secrets with other users anonymously.,2013,"San Francisco, California, United States",2.0,3.0,Secret,35025000.0,0.0
596,"Analytics, Artificial Intelligence, Database, Machine Learning, Task Management",2015,Timeful is a technology company dedicated to reinventing the way that people manage their most precious resource: time.,2012,"Mountain View, California, United States",3.0,1.0,Timeful,7000000.0,1.0
597,"Collaborative Consumption, Outsourcing, Professional Services",2015,"Zirtual provides dedicated, US based, virtual assistants to busy professionals.",2011,"Las Vegas, Nevada, United States",3.0,4.0,Zirtual,5463475.0,1.0
598,"Cloud Computing, Enterprise Software, SaaS",2015,Boundary is a consolidated operations management platform providing SaaS-based solutions for clients running apps and cloud infrastructures.,2010,"Mountain View, California, United States",2.0,3.0,Boundary,41000000.0,1.0
