company_name,city,state,employees,founded,Industry,CityRanking,estimated_revenues,job_openings,growth_percentage
TOC Logistics International,Indianapolis,IN,94,2010.0,12,1184,28670000.0,1,0%
SupplyKick,Indianapolis,IN,31,2012.0,35,1236,7037000.0,1,-3%
SIMBA Chain,Plymouth,IN,29,2017.0,21,1263,5916000.0,1,38%
Lessonly,Indianapolis,IN,218,2012.0,4,1269,31610000.0,3,11%
Acacia Pharma,Indianapolis,IN,77,,40,1359,15477000.0,1,79%
Sharpen,Indianapolis,IN,105,2011.0,4,1461,15225000.0,4,2%
Women's Financial Association,Bloomington,IN,40,,79,1521,6600000.0,1,100%
FREMONT MIDDLE SCHOOL,FREMONT,IN,66,,38 ,1607,11880000.0,1,0%
Inotiv,West Lafayette,IN,269,1974.0,40,1619,54069000.0,1,29%
Woven,Indianapolis,IN,34,2017.0,4,1837,4930000.0,1,17%
TAG - Truck Accessories Group,Elkhart,IN,222,,42,1981,73260000.0,1,20%
greenlight.guru,Indianapolis,IN,109,2013.0,4,2007,15805000.0,8,56%
Women & Co.,Bloomington,IN,31,2008.0,79,2010,5115000.0,1,82%
MetroNet,Evansville,IN,759,2005.0,16,2141,246675000.0,38,30%
True Rx Health Strategists,Washington,IN,52,2006.0,0,2344,11440000.0,1,73%
KnippeRx Inc.,Charlestown,IN,56,2017.0,40,2493,11256000.0,1,70%
StairSupplies,Goshen,IN,107,2001.0,43,2506,34347000.0,1,51%
K1ds Count Therapy,BROWNSBURG,IN,30,2014.0,22,2570,8100000.0,1,67%
Bloomerang,Indianapolis,IN,134,2012.0,50,2577,0.0,1,35%
Vertis Therapy,Noblesville,IN,61,,8,2580,16470000.0,1,49%
Incorp Industries,Evansville,IN,85,1996.0,17,2748,24650000.0,1,47%
Arbor Homes / Silverthorne Homes,Indianapolis,IN,151,1994.0,17,2768,43790000.0,1,32%
Sanctuary Wealth,Indianapolis,IN,58,2018.0,6,2798,12180000.0,1,35%
Orbis Education,Carmel,IN,396,2005.0,38 ,2825,71280000.0,1,19%
Best-One Tire & Service,Monroe,IN,68,1948.0,41,2831,22304000.0,1,45%
Performance Validation,Indianapolis city,IN,108,1988.0,40,2876,21708000.0,1,30%
Sales Xceleration,Indianapolis city,IN,144,,25,2991,0.0,1,43%
Notre Dame Student Government,Notre Dame,IN,89,,38 ,3047,16020000.0,1,41%
SEP,CARMEL,IN,733,1988.0,4,3329,106285000.0,1,23%
The Garrett Co,Greenwood,IN,102,2014.0,11,3336,0.0,1,38%
The Garrett Co,Greenwood,IN,103,2014.0,11,3395,103000000.0,1,37%
Tri Pac,South Bend,IN,78,2009.0,7,3416,19578000.0,1,37%
Adaptive Nursing & Healthcare Services,Jeffersonville,IN,260,,8,3429,70200000.0,1,38%
IEA Constructors,Indianapolis city,IN,177,,17,3450,51330000.0,1,37%
Purdue University College of Engineering,West Lafayette,IN,266,1869.0,38 ,3542,47880000.0,1,36%
Technology Services Organization - USMC,Indianapolis,IN,199,1967.0,111,3630,0.0,1,35%
Aunalytics,South Bend,IN,185,,4,3654,26825000.0,10,16%
Snavely Machine and Manufacturing Co.,Peru,IN,40,1968.0,42,3666,13200000.0,1,48%
BLOOM INSURANCE AGENCY,BLOOMINGTON,IN,302,,0,3742,66440000.0,1,36%
Bierman ABA,Westfield,IN,276,2006.0,103,3869,74520000.0,7,31%
Medasource,Indianapolis city,IN,504,,8,3916,136080000.0,1,38%
Ciocca Cleaning & Restoration,Fort Wayne,IN,39,,51,3967,9321000.0,1,44%
Purdue University Electrical and Computer Engineering,West Lafayette,IN,63,1888.0,38 ,3976,11340000.0,1,31%
GEMCO Constructors,Indianapolis,IN,129,,17,4016,37410000.0,1,32%
Fibertech Inc.,Elberfeld,IN,43,1999.0,107,4090,0.0,1,43%
FitzMark,Indianapolis,IN,219,2006.0,12,4105,66795000.0,1,31%
Majestic Care,Fishers,IN,136,2018.0,8,4118,36720000.0,1,31%
Hutton Honors Council Association,Bloomington,IN,53,, 66,4134,10865000.0,1,43%
Birge & Held,Indianapolis,IN,125,2008.0,11,4167,0.0,1,30%
Scannell Properties,Indianapolis city,IN,105,,11,4223,0.0,1,30%
Prolific,Indianapolis,IN,41,2019.0,25,4249,0.0,1,41%
Renewal by Andersen Metro & Midwest,Carmel,IN,82,1996.0,17,4385,23780000.0,1,28%
Hubstaff,Indianapolis ,IN,167,2013.0,4,4418,24215000.0,1,28%
Blue Marble,Indianapolis,IN,36,2016.0,23,4526,9720000.0,1,38%
Spot,Indianapolis,IN,303,2009.0,12,4568,92415000.0,1,29%
Indiana University Richard M. Fairbanks School of Public Health,Indianapolis,IN,205,,38 ,4583,36900000.0,1,27%
MSI Express,Portage,IN,119,,23,4643,32130000.0,1,27%
Priority Life Care,Fort Wayne,IN,47,2016.0,8,4749,12690000.0,6,27%
Hoist Material Handling,East Chicago,IN,45,1994.0,46,4815,15885000.0,1,36%
Crosswinds Counseling,Fort Wayne,IN,45,2012.0,8,4819,12150000.0,1,36%
Nanshan America,Lafayette,IN,105,2012.0,34,4889,25725000.0,1,25%
Dalmatian Fire,Indianapolis,IN,76,,17,4896,22040000.0,1,25%
NeuroPsychiatric Hospitals,South Bend,IN,229,2005.0,8,4934,61830000.0,1,25%
Calculated Hire,Indianapolis,IN,67,2015.0,39,4952,8040000.0,1,24%
Hoosier Logistics,Indianapolis,IN,46,2015.0,12,4956,14030000.0,1,35%
Digger Specialties,Bremen,IN,73,1984.0,43,5027,23433000.0,1,24%
Premier Truck Rental,Fort Wayne,IN,83,,42,5037,27390000.0,1,24%
Berry It Inc.,Kokomo,IN,47,1999.0,69,5089,10340000.0,1,34%
Ed Martin Automotive Group,Anderson,IN,47,,42,5090,15510000.0,1,34%
Annie's,Berne,IN,55,,59,5148,13365000.0,1,34%
Phoenix Fabricators & Erectors,Avon,IN,40,1986.0,15,5166,4000000.0,1,33%
Greenwood Village South Senior Living Community,Greenwood,IN,65,1962.0,8,5183,17550000.0,1,23%
Clinical Exercise Physiology Association,Indianapolis,IN,65,2008.0,19,5187,17550000.0,1,23%
Assurance Health System,Indianapolis,IN,44,2015.0,8,5194,11880000.0,1,33%
Entegra,Indianapolis,IN,91,,73,5209,22295000.0,1,23%
Pie Insurance,Washington,DC,262,2017.0,2,7,57640000.0,24,57%
Steward Partners Global Advisory,Washington,DC,246,2013.0,6,17,51660000.0,3,10%
MPOWER Financing,Washington,DC,79,2014.0,2,24,10270000.0,24,-2%
Morning Consult,Washington,DC,314,2013.0,20,34,45530000.0,22,88%
Socially Determined,Washington,DC,44,2017.0,1,35,11880000.0,1,52%
Kit Check,Washington,DC,198,,1,36,53460000.0,1,157%
GlobalWonks,Washington,DC,235,2017.0,62,39,0.0,1,65%
Tritility - Business Energy Consultants,Washington,DC,63,2018.0,69,41,13860000.0,1,133%
Ordway billing and revenue automation,Washington,DC,56,,4,42,8120000.0,1,100%
TransitScreen,Washington,DC,35,2013.0,3,44,5075000.0,4,-3%
Sayari Labs,Washington,DC,59,2015.0,4,45,8555000.0,1,5%
Radius Networks,Washington,DC,61,2011.0,4,51,8845000.0,10,24%
No Limit Creatives,Washington,DC,75,2018.0,30,56,18225000.0,1,103%
Quantic School of Business and Technology,Washington,DC,119,,38 ,59,21420000.0,1,102%
UrbanStems,Washington,DC,77,2014.0,80,60,10150000.0,1,26%
Territory Foods,Washington,DC,74,,23,65,19980000.0,1,23%
National Restaurant Association Educational Foundation (NRAEF),Washington,DC,57,1987.0,50,74,0.0,1,50%
Aerial Applications,Washington,DC,37,2015.0,4,76,5365000.0,1,48%
New Columbia Solar,Washington,DC,46,2016.0,28,81,9660000.0,1,44%
Arcadia,Washington,DC,162,2014.0,28,82,34020000.0,1,14%
Clutch.co,Washington,DC,140,2013.0,55,84,28700000.0,1,12%
Network for Good,Washington,DC,202,2001.0,4,92,29290000.0,1,9%
Adlumin,Washington,DC,33,2016.0,4,105,4785000.0,1,27%
Truist Wealth,Washington,DC,134,,2,1622,28140000.0,1,72%
FINCA Impact Finance,Washington,DC,229,1984.0,6,118,48090000.0,1,-3%
Prefect,Washington,DC,38,,4,121,5510000.0,1,19%
SparkMeter,Washington,DC,35,2013.0,69,136,7700000.0,1,9%
MZZ Ventures,Washington,DC,46,2017.0,25,141,0.0,1,77%
Unified Patents,Washington,DC,30,2012.0,54,153,8100000.0,1,0%
Nisos,Washington,DC,52,2015.0,89,160,9048000.0,1,-2%
"Department of the Navy, Office of the General Counsel",Washington,DC,127,1941.0,54,229,34290000.0,1,32%
National Electrical Contractors Association (NECA),Washington,DC,430,1901.0,17,275,124700000.0,1,31%
ComisiÃ³n Interamericana de Derechos Humanos,Washington,DC,100,1959.0,50,277,0.0,1,27%
Office of the Chief of Naval Operations,Washington,DC,354,,111,283,0.0,1,28%
F-35 Joint Program Office,Washington,DC,171,,70,340,52668000.0,1,20%
Army Rapid Capabilities and Critical Technologies Office,Washington,DC,62,2016.0,111,343,0.0,1,19%
Technica,Washington,DC,38,2015.0,38 ,7193,6840000.0,1,19%
Cresa Boston,Boston,DC,57,,11,7285,0.0,1,19%
Medical Properties Trust,Birmingham,AL,85,2004.0,8,86,22950000.0,1,31%
BLOX,Bessemer,AL,175,2009.0,17,176,50750000.0,27,26%
Dynetics Technical Solutions,Huntsville,AL,192,2010.0,4,259,27840000.0,1,36%
Eiffage Kier Ferrovial BAM,Birmingham,AL,338,,15,351,33800000.0,1,154%
SiO2 Material Science,Auburn,AL,189,,14,557,29295000.0,1,51%
Creature,Birmingham,AL,46,1997.0,17,625,13340000.0,1,156%
Homtex,Vinemont,AL,60,1987.0,71,648,0.0,1,71%
Urgent Care for Children,Birmingham,AL,41,2017.0,8,743,11070000.0,1,28%
BioGX,Birmingham,AL,75,2007.0,14,767,11625000.0,1,63%
CommentSold,Huntsville,AL,114,2017.0,80,944,16530000.0,1,97%
AEgis Technologies,Huntsville,AL,399,1989.0,70,1042,122892000.0,1,-5%
Hometown Lenders,Huntsville,AL,631,2000.0,6,1276,132510000.0,2,29%
Joe Hudson's Collision Center,Pike Road,AL,219,1989.0,42,1341,72270000.0,1,9%
United Bank of Southwest Alabama & Northwest Florida,Atmore,AL,51,1904.0,32,1475,10710000.0,1,2%
CRV Surveillance,Birmingham,AL,42,2010.0,89,1528,7308000.0,1,100%
Filterbuy,Talladega,AL,37,2013.0,43,1595,11877000.0,1,68%
Mazda Toyota Manufacturing USA,Madison,AL,555,,42,1788,183150000.0,1,77%
Help Lightning,Birmingham,AL,32,2016.0,4,1793,4640000.0,1,19%
Full Moon Bar-B-Que,Birmingam,AL,48,1986.0,52,1869,8400000.0,1,45%
Apex Roofing & Restoration,Pelham,AL,107,2010.0,17,1905,31030000.0,1,65%
"Globe Life - Liberty National Life, Clint McLain Agency",Huntsville,AL,40,1900.0,0,2042,8800000.0,1,82%
Summit 7 Systems,Huntsville,AL,84,,4,2229,12180000.0,1,56%
SiO2 Medical Products,Auburn,AL,192,2011.0,14,2301,29760000.0,1,55%
Therapy Brands,Birmingham,AL,152,,4,2638,22040000.0,1,35%
Joblogic Service Management Software,Birmingham,AL,105,1998.0,4,2674,15225000.0,1,48%
"Y-tec Keylex Toyotetsu Alabama, Inc. (YKTA)",Madison,AL,66,2019.0,42,2716,21780000.0,1,47%
Homeland Vinyl Products,Tarrant,AL,58,,46,2886,20474000.0,1,18%
Behavioral Health Group - BHG,Dallas,AL,422,,33,2938,95794000.0,1,20%
Davidson Homes,Huntsville,AL,116,2009.0,11,2950,6300000.0,1,43%
Madison Core Laboratories,Huntsville,AL,31,2015.0,8,3125,8370000.0,1,55%
90 Degree Benefits,Birmingham,AL,111,,0,3126,24420000.0,1,41%
Pack Health,Birmingham,AL,135,2014.0,8,3130,36450000.0,1,41%
Hwaseung Automotive Alabama,Enterprise,AL,45,2003.0,42,3166,14850000.0,1,55%
Robert Trent Jones Golf Trail,Birmingham,AL,64,,10,3184,10240000.0,1,39%
Discovery Life Sciences,Huntsville,AL,216,2018.0,14,3210,33480000.0,1,26%
MortgageRight,Birmingham,AL,189,2005.0,6,3577,39690000.0,1,36%
Truland Homes,Spanish Fort,AL,43,2011.0,17,3674,12470000.0,1,48%
MartinFederal Consulting,Huntsville,AL,98,2006.0,4,3721,14210000.0,10,26%
"International Marine and Industrial Applicators, (IMIA)",Spanish Fort,AL,174,1984.0,108,3743,46110000.0,1,20%
Dorsey Trailer,Elba,AL,66,1911.0,41,3894,21648000.0,1,32%
Dynamic Concepts,Huntsville,AL,74,1996.0,70,3898,22792000.0,1,32%
Fresh Technology,Birmingham,AL,45,2002.0,4,3932,6525000.0,1,45%
U.S. Army Redstone Test Center (RTC),Redstone Arsenal ,AL,55,,111,4003,0.0,1,45%
The ?nin Group,Birmingham,AL,132,1993.0,39,4126,15840000.0,1,31%
Alabama ONE,Tuscaloosa,AL,53,1951.0,32,4133,11130000.0,1,43%
Legacy Cabinets,Eastaboga,AL,148,1994.0,43,4375,47508000.0,1,29%
Computer Technology Solutions,Hoover,AL,323,1993.0,4,4397,46835000.0,1,30%
MainStreet Family Care,Birmingham,AL,84,2015.0,8,4511,22680000.0,1,27%
Intrepid,Huntsville,AL,127,,70,4591,39116000.0,1,27%
Diversified Gas & Oil Corporation,Birmingham,AL,243,2001.0,73,4618,59535000.0,1,27%
Integrated Solutions for Systems (IS4S),Huntsville,AL,146,,70,4620,44968000.0,1,27%
Christ Health Center,Birmingham,AL,48,2009.0,22,4717,12960000.0,1,37%
Yedla Hotels,Huntsville,AL,69,,45,4723,17526000.0,1,25%
H&M Construction Company,Pennington,AL,59,1997.0,17,4755,17110000.0,1,37%
Mid-America Catastrophe Services,Mobile,AL,89,1980.0,0,4794,19580000.0,1,25%
Piggly Wiggly Alabama Distributing Company,Bessemer,AL,89,1979.0,94,4795,0.0,1,25%
Proxsys Rx,Birmingham,AL,53,2013.0,40,4803,10653000.0,1,8%
Journal of Young Investigators,Birmingham,AL,53,1997.0,49,4918,5406000.0,1,36%
NXTsoft,Birmingham,AL,188,,4,4980,27260000.0,1,11%
"SPS - Systems, Products, Solutions",Huntsville,AL,50,2005.0,70,4997,15400000.0,1,35%
Alabama Goodwill Industries,Birmingham,AL,39,1927.0,50,5006,0.0,1,34%
Alabama Shipyard,Mobile,AL,43,,108,5065,11395000.0,1,34%
ProctorU,Birmingham,AL,353,2008.0,67,5084,58245000.0,1,26%
Hill Technical Solutions,Huntsville,AL,47,2010.0,70,5096,14476000.0,1,34%
Garrison Steel,Pell City,AL,76,1992.0,17,5241,22040000.0,1,23%
GreenPoint Ag,Decatur,AL,131,,53,5370,0.0,1,22%
AFS Foundation & Waterproofing Specialists,Huntsville,AL,53,2000.0,17,5380,15370000.0,1,33%
Baldwin County Public Schools,Bay Minette,AL,239,1799.0,38 ,5405,43020000.0,1,23%
NRTC Automation,Birmingham,AL,95,,37,5442,33535000.0,1,22%
Tyler Union,Anniston ,AL,74,,17,5477,21460000.0,1,21%
Crowne Health Care,Monroeville,AL,76,1986.0,8,5643,20520000.0,1,21%
Fleetio,Birmingham,AL,104,2012.0,4,5649,15080000.0,1,21%
KnowledgePath Consulting,Birmingham,AL,47,1989.0,25,5678,0.0,1,31%
Guru Group,Webb,AL,47,,4,5679,6815000.0,1,31%
Troy City Schools,Troy,AL,35,,38 ,5719,6300000.0,1,30%
Madison County School System,Huntsville,AL,46,,38 ,6128,8280000.0,1,28%
ABC Polymer Industries,Helena,AL,46,1993.0,107,6137,0.0,1,28%
Herdt Consulting,Chelsea,AL,108,2002.0,4,6155,15660000.0,1,19%
Trideum Corporation,Huntsville,AL,255,2005.0,70,6157,78540000.0,1,19%
Auburn University School of Forestry and Wildlife Sciences,Auburn,AL,42,1948.0,38 ,6192,7560000.0,1,27%
Tidwell Group,Birmingham,AL,189,,27,6205,30807000.0,1,19%
Vulcan Steel Products,Pelham,AL,68,1978.0,43,6342,21828000.0,1,17%
Redline Steel,Tanner,AL,30,2016.0,5,6387,7530000.0,1,25%
"Banks, Finley, White & Co.",Birmingham,AL,49,1973.0,27,6448,7987000.0,1,26%
Tuscaloosa Academy,Tuscaloosa,AL,40,1967.0,38 ,6465,7200000.0,1,25%
Cintel,Huntsville,AL,32,2013.0,70,6620,9856000.0,1,23%
Aloha Hospitality International,Loxley,AL,58,,45,6742,14732000.0,1,23%
Diatherix,Huntsville,AL,192,2008.0,14,6787,29760000.0,1,15%
Foshee Residential Management Company,Montgomery,AL,34,,11,6818,0.0,1,21%
Pike Road Schools,Pike Road,AL,50,2015.0,38 ,6847,9000000.0,1,22%
Sukar & Sons,Homewood,AL,51,2005.0,35,6929,11577000.0,1,21%
PREPAID TECHNOLOGIES,Birmingham,AL,57,1998.0,6,6959,11970000.0,1,21%
GrubSouth,Huntsville,AL,47,2012.0,23,7010,12690000.0,1,21%
SERVPRO of Montgomery,Montgomery,AL,33,1978.0,51,7246,7887000.0,1,18%
Stone Martin Builders,Opelika,AL,53,2006.0,17,7353,15370000.0,1,18%
EOS Defense Systems USA,Huntsville,AL,52,,70,7466,16016000.0,1,16%
FiberRise,Huntsville,AL,56,2016.0,16,7619,18200000.0,1,12%
Appleton Talent,Huntsville,AL,181,2008.0,65,7914,21720000.0,1,0%
Z Modular,Birmingham,AL,144,2016.0,17,8024,41760000.0,1,-5%
AppHarvest,Morehead,KY,128,2017.0,53,1,0.0,24,510%
Gravity Diagnostics,Covington,KY,291,2014.0,8,10,78570000.0,16,429%
Congo Brands,Louisville,KY,60,2019.0,5,78,15060000.0,1,253%
Venminder,Elizabethtown,KY,155,2001.0,2,248,20150000.0,1,11%
TurnPoint Services,Louisville,KY,45,,5,382,11295000.0,1,61%
Centivo,Louisville,KY,84,2017.0,0,439,18480000.0,1,62%
Confluent Health,Louisville,KY,136,,19,619,36720000.0,29,27%
HARRISON COUNTY SCHOOL DISTRICT,Cynthiana,KY,77,,38 ,655,13860000.0,1,114%
Apellis Pharmaceuticals,Crestwood,KY,415,2008.0,14,787,7440000.0,39,49%
PharmaCord,Louisville,KY,183,2016.0,40,923,36783000.0,9,51%
Landmark Recovery,Louisville/Jefferson County metro go,KY,201,,8,1578,54270000.0,1,45%
LLFlex,Louisville,KY,70,,106,1667,0.0,1,27%
STEP CG,Covington,KY,85,2014.0,31,1685,0.0,1,70%
Toyotetsu North America,Somerset,KY,88,,42,1713,29040000.0,1,69%
North Carolina Law Review,Somerset,KY,50,,112,1967,0.0,1,85%
Charah Solutions,Louisville,KY,180,1987.0,28,2039,37800000.0,25,6%
Rural 1stÂ®,Louisville,KY,75,2018.0,6,2070,15750000.0,1,60%
Solaris Diagnostics,Nicholasville,KY,47,2018.0,8,2084,12690000.0,1,81%
Senture,London,KY,588,2003.0,16,2161,191100000.0,1,23%
SpringHealth Behavioral Health & Integrated Care,Louisville,KY,45,2017.0,8,2624,12150000.0,1,67%
Interapt,Louisville,KY,108,2009.0,4,2671,15660000.0,1,48%
Pivot Realty Group,Ft. Wright,KY,69,2006.0,11,2884,0.0,1,44%
Bluewater Diagnostic Laboratory,Mount Washington,KY,49,,8,3006,13230000.0,1,58%
Stockton Mortgage Corporation,Frankfort,KY,211,2001.0,32,3066,44310000.0,1,42%
Drake's,Lexington,KY,63,2009.0,52,3112,11025000.0,1,40%
US Framing,Jeffersontown,KY,89,1994.0,17,3426,25810000.0,1,37%
Rootstack,Louisville,KY,60,2011.0,4,3433,8700000.0,1,36%
Inked. Influencer Commerce.,Bowling Green,KY,53,2009.0,5,3455,13303000.0,1,51%
Lexington-Fayette County Health Department LFCHD,Lexington,KY,94,1904.0,19,3495,25380000.0,1,36%
University of Louisville College of Business,Louisville,KY,65,1798.0,38 ,3535,11700000.0,1,35%
Bluegrass Behavioral Health Group,Edgewood,KY,73,,8,3580,19710000.0,1,35%
DMLO CPAs,Lyndon,KY,142,,27,3621,23146000.0,1,35%
MKS Vision Group,Louisville,KY,38,2017.0,4,3823,5510000.0,1,46%
University of Pikeville- Kentucky College of Osteopathic Medicine,Pikeville,KY,42,,38 ,3948,7560000.0,1,45%
Denton Floyd Real Estate Group,Louisville,KY,33,2008.0,11,4010,6840000.0,1,43%
Rivendell Behavioral Health Hospital,Bowling Green,KY,65,,8,4122,17550000.0,1,30%
Isaiah House Treatment Center,Willisburg,KY,61,1999.0,19,4137,16470000.0,1,30%
Clark's Pump-N-Shop,Ashland,KY,50,1976.0,35,4155,11350000.0,1,43%
Highlands Latin School,Louisville,KY,69,2000.0,38 ,4405,12420000.0,1,28%
Waites,Covington,KY,86,2006.0,37,4622,30358000.0,1,26%
Fives Intralogistics Corp.,Louisville,KY,202,1957.0,15,4628,20200000.0,1,27%
Liquor Barn and Party Mart,Louisville,KY,48,1987.0,35,4719,10896000.0,1,37%
Lacuna Health,Louisville,KY,41,2018.0,8,4741,11070000.0,1,37%
Barren River District Health,Bowling Green,KY,59,,19,4758,15930000.0,1,37%
Alpha Orthopedic Systems,Louisville,KY,45,,7,4818,11295000.0,1,36%
Dan Cummins Auto,Paris,KY,50,1956.0,42,4999,16500000.0,1,35%
Advance Team Partners,Louisville,KY,39,2011.0,0,5012,8580000.0,1,34%
Blue Star Plastics,Lexington,KY,65,1984.0,107,5186,0.0,1,23%
Rehab Without Walls® NeuroSolutions,Louisville,KY,314,1988.0,8,5254,84780000.0,1,25%
University of Kentucky J. David Rosenberg College of Law,Lexington,ky,89,1908.0,38 ,5401,16020000.0,1,22%
Northern Kentucky Health Department,Florence,KY,89,,8,5403,24030000.0,1,22%
The United States Playing Card Company - A Cartamundi Company,Erlanger,KY,46,1867.0,5,5518,11546000.0,1,31%
Heartland Automation,Georgetown,KY,69,,37,5548,24357000.0,1,21%
Advanced Business Solutions | Louisville IT Support & Services,Louisville,KY,97,1995.0,4,5575,14065000.0,1,21%
Highlands Diversified Services,London,KY,82,1994.0,42,5686,27060000.0,1,21%
Heaven Hill Brands,Bardstown,Ky,310,1935.0,26,5687,0.0,1,23%
HealthTech Solutions,Frankfort,KY,127,2011.0,25,5694,0.0,1,21%
Lawrence County School District,Frankfort,KY,72,,38 ,5776,12960000.0,1,20%
Seek Now,Louisville,KY,330,,0,5859,72600000.0,1,22%
GrayWolf Integrated Construction Company,Owensboro,KY,79,2019.0,17,5874,22910000.0,1,20%
Premier Packaging,Louisville/Jefferson County metro go,KY,412,,106,6023,0.0,1,23%
Pittsburg Tank & Tower Group,Henderson,KY,76,1919.0,17,6074,22040000.0,1,19%
Dealer Car Search,Louisville,KY,70,2006.0,4,6077,10150000.0,1,19%
Divisions Maintenance Group,Newport,KY,476,1999.0,51,6102,113764000.0,19,19%
New Vista KY,Lexington,KY,236,,8,6152,63720000.0,1,19%
Addiction Recovery Care,Louisa,KY,317,2010.0,19,6208,85590000.0,1,20%
LDG Development,Louisville,KY,52,1994.0,11,6327,0.0,1,27%
Commonwealth  Pain and Spine,Louisville,KY,58,2013.0,22,6435,15660000.0,1,26%
Oncospark,Ashland,KY,54,,8,6474,14580000.0,1,26%
Lee Building Products,Bowling Green,KY,45,1963.0,17,6506,13050000.0,1,25%
Lohmann Americas,Hebron,KY,42,1998.0,44,6645,0.0,1,24%
Bando USA,Bowling Green,KY,52,1988.0,42,6664,17160000.0,1,24%
Spring View Hospital,Lebanon,KY,43,,8,6709,11610000.0,1,23%
Mayfield Consumer Products,Mayfield,KY,51,2017.0,5,6926,12801000.0,1,21%
Leachman Buick GMC Cadillac,Bowling Green,KY,46,,42,6941,15180000.0,1,21%
Advanced Lifeline Respiratory Services,Louisville-Jefferson County,KY,58,1989.0,8,7027,15660000.0,1,21%
MagnaWave,Louisville,KY,48,2004.0,19,7091,12960000.0,1,20%
Yager Materials,Owensboro,KY,54,1914.0,34,7122,13230000.0,1,20%
AI International,Louisville,KY,46,2009.0,17,7325,13340000.0,1,18%
Kfc Restaurants,Louisville,KY,218,,52,7786,38150000.0,1,3%
Solid Power,Louisville,KY,58,2011.0,28,7848,12180000.0,1,5%
Martin Defense Group,Honolulu,HI,64,1979.0,49,749,6528000.0,1,106%
RevaComm,Urban Honolulu,HI,58,1990.0,4,1029,8410000.0,1,123%
Galapagos Federal Systems,Kihei,HI,35,2017.0,4,1358,5075000.0,1,106%
Squared Away,Kailua,HI,143,2017.0,5,1454,35893000.0,1,77%
The Institute for Human Services,Honolulu,HI,101,1978.0,50,1591,0.0,1,29%
Aligned Mortgage,Waipio,HI,136,2017.0,6,2309,28560000.0,1,55%
GSI Service Group,Honolulu,HI,70,2007.0,17,3127,20300000.0,1,40%
Ohana Pacific Management Co,Kaneohe,HI,59,1985.0,8,4759,15930000.0,1,37%
Big City Diner,Honolulu,HI,62,1998.0,52,4944,10850000.0,1,24%
YWCA O'ahu,Honolulu,HI,39,1900.0,50,5013,0.0,1,34%
Hawaii Care Choices,Hilo,HI,39,1983.0,8,5014,10530000.0,1,34%
Tiki's Grill & Bar,Honolulu,HI,73,2001.0,52,5025,12775000.0,1,24%
Hawaiian Humane Society,Honolulu,HI,78,1883.0,50,5393,0.0,1,22%
Venture Sotheby's International Realty Hawai'i,Kailua-Kona,HI,60,1989.0,11,5736,0.0,1,20%
Kupu,Honolulu,HI,100,2007.0,28,5750,21000000.0,1,20%
Kahuku Medical Center,Kahuku,HI,66,2008.0,8,5759,17820000.0,1,20%
"DB INSURANCE CO., LTD. (U.S. BRANCH)",Honolulu,HI,51,1962.0,0,6218,11220000.0,1,28%
Referentia Systems Incorporated,Urban Honolulu,HI,52,1996.0,4,6324,7540000.0,1,27%
Elite Parking Hawaii,Honolulu,HI,64,1992.0,45,6463,16256000.0,1,16%
Hitachi Rail Honolulu JV,Honolulu,HI,113,2009.0,41,6535,37064000.0,1,16%
Sun Noodle,Honolulu,HI,43,1981.0,23,6713,11610000.0,1,23%
American Marine Corporation,Honolulu,HI,46,,108,6947,12190000.0,1,21%
Bishop & Company,Honolulu,HI,47,2005.0,39,7360,5640000.0,1,18%
Klassroom,Honolulu,HI,107,2019.0,38 ,7587,19260000.0,1,7%
Coldwell Banker Island Properties,Kihei,HI,259,,11,7590,0.0,1,7%
Detect,Guilford,CT,92,2017.0,14,9,14260000.0,28,411%
Hyperfine,Guilford,CT,67,2014.0,7,49,16817000.0,20,56%
Urban Air Orange,Orange,CT,60,,78,59,12300000.0,1,150%
IsoPlexis,Branford,CT,284,2013.0,14,62,44020000.0,61,101%
PursueCare,Middletown,CT,41,2018.0,8,147,11070000.0,1,116%
Cedar Gate Technologies,Greenwich,CT,150,2014.0,8,136,40500000.0,7,21%
ReneSola Ltd.,Stamford,CT,749,2005.0,28,180,157290000.0,1,2%
TriRx Pharmaceutical Services,Norwalk,CT,108,,40,297,21708000.0,1,157%
Biohaven Pharmaceuticals,New Haven,CT,863,2014.0,14,385,133765000.0,1,10%
HPOne,Trumbull,CT,626,2006.0,0,412,137720000.0,35,17%
Commonfund,Wilton,CT,167,1971.0,33,442,37909000.0,3,3%
Point Pickup,Greenwich,CT,198,2015.0,5,230,49698000.0,1,130%
Danbury Mission Technologies,Danbury,CT,124,,70,528,38192000.0,1,125%
