,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter,cleaned_description,tokenized text
405,Fission Consulting,service software development,http://www.fissionconsulting.com,Na," Information Technology, IT Infrastructure, Professional Services",01 to 10 ," Chicago, Illinois, United States",2018-01-01 00:00:00," Information Technology, Other",—,Software-2018,service software development,"['service', 'software', 'development']"
406,Firon Marketing,strategic digital marketing agency committed optimizing performance across social search platform,http://www.fironmarketing.com,Na," Advertising, Digital Marketing, Marketing, Marketing Automation, Social Media, Social Media Advertising, Social Media Marketing",01 to 10 ," New York, New York, United States",2018-01-01 00:00:00," Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software","Founded by Alex Jordan and Interplay Ventures.
We believe digital customer conversion is the most important component of a modern company's future.
We treat digital marketing as a science, utilizing data and a specific strategic process to transform your digital presence into a sales 'machine'.
We begin with analytics to form a plan across all targeted platforms, launch distribution with evolving ad content and audiences, and then analyze the results, rinse and repeat. ​
It's our mission to attract, engage and convert visitors so you can focus on your business.",Software-2018,strategic digital marketing agency committed optimizing performance across social search platform,"['strategic', 'digital', 'marketing', 'agency', 'committed', 'op', '##ti', '##mizing', 'performance', 'across', 'social', 'search', 'platform']"
407,FIRMM,firmm realtime mri quality metric reduce cost improve quality jointly developed fair ohsu  dosenbach washu lab,https://firmm.io/,6600000," Enterprise Software, Software",01 to 10 ," St Louis, Missouri, United States",2018,Software,"FIRMM is a software-based biofeedback solution, called Framewise Integrated Real-Time MRI Monitoring (FIRMM), for acquiring better brain MR exams.",Software-2018,firmm realtime mri quality metric reduce cost improve quality jointly developed fair ohsu  dosenbach washu lab,"['firm', '##m', 'real', '##time', 'm', '##ri', 'quality', 'metric', 'reduce', 'cost', 'improve', 'quality', 'jointly', 'developed', 'fair', 'oh', '##su', 'dose', '##n', '##bach', 'wash', '##u', 'lab']"
408,Firefly Fiber Broadband,firefly fiber broadband provides delivers highspeed internet connection service,https://www.fireflyva.com,Na," Information Technology, Internet, Telecommunications",01 to 10 ," Palmyra, Virginia, United States",2018," Hardware, Information Technology, Internet Services",—,Software-2018,firefly fiber broadband provides delivers highspeed internet connection service,"['fire', '##fly', 'fiber', 'broadband', 'provides', 'delivers', 'high', '##sp', '##eed', 'internet', 'connection', 'service']"
409,Finpeak,finpeak make real estate investment easier tokenizing home property,https://www.finpeak.com/,Na," Artificial Intelligence, Real Estate",01 to 10 ," Burlingame, California, United States",2018," Artificial Intelligence, Data and Analytics, Real Estate, Science and Engineering, Software",Finpeak is a revolutionary PropTech 3.0 company using AI and blockchain to disrupt real estate investment.,Software-2018,finpeak make real estate investment easier tokenizing home property,"['fin', '##pe', '##ak', 'make', 'real', 'estate', 'investment', 'easier', 'token', '##izing', 'home', 'property']"
410,FreeByrd,you’re artist business dream we’re goto team create,http://www.freebyrd.pro,Na," Digital Marketing, EdTech, Internet, Marketing, Web Development",01 to 10 ," Reno, Nevada, United States",2018-01-01 00:00:00," Education, Internet Services, Sales and Marketing, Software",—,Software-2018,you’re artist business dream we’re goto team create,"['you', '’', 're', 'artist', 'business', 'dream', 'we', '’', 're', 'got', '##o', 'team', 'create']"
411,Fredd,digital app people interested food art fuel,http://www.fredd.ai,Na," Apps, Food and Beverage",01 to 10 ," San Francisco, California, United States",2018," Apps, Food and Beverage, Software",—,Software-2018,digital app people interested food art fuel,"['digital', 'app', 'people', 'interested', 'food', 'art', 'fuel']"
412,Frame,frame newsmagazine publishes documentary immersive interactive format made mobile phone,https://frame.media/,250000," Content, Mobile, News",01 to 10 ," Brooklyn, New York, United States",2018," Content and Publishing, Media and Entertainment, Mobile","Frame is a newsmagazine that publishes documentaries in an immersive, interactive format made for mobile phones.

The company was founded in 2018 by Ben Moe.",Software-2018,frame newsmagazine publishes documentary immersive interactive format made mobile phone,"['frame', 'news', '##ma', '##ga', '##zine', 'publishes', 'documentary', 'im', '##mers', '##ive', 'interactive', 'format', 'made', 'mobile', 'phone']"
413,Foxy AI,unlock hidden value real estate photo,https://www.foxyai.com/,Na," Artificial Intelligence, Computer Vision, Machine Learning, Real Estate",01 to 10 ," New York, New York, United States",2018," Artificial Intelligence, Data and Analytics, Hardware, Real Estate, Science and Engineering, Software","Foxy AI solves crucial problems in real estate by extracting information from property photos. By leveraging Artificial Intelligence (AI) and computer vision, we generate Visual Property Intelligence to unlock the hidden value of your real estate photos.

Visit www.FoxyAI.com",Software-2018,unlock hidden value real estate photo,"['unlock', 'hidden', 'value', 'real', 'estate', 'photo']"
414,Foxteria,foxteria interactive web development company bangalore provides fresh creative  interactive web solution business,http://foxteria.com/,Na," Information Technology, Internet, Software",01 to 10 ," Plano, Texas, United States",2018," Information Technology, Internet Services, Software",—,Software-2018,foxteria interactive web development company bangalore provides fresh creative  interactive web solution business,"['fox', '##ter', '##ia', 'interactive', 'web', 'development', 'company', 'bang', '##alo', '##re', 'provides', 'fresh', 'creative', 'interactive', 'web', 'solution', 'business']"
415,Fourth Dimension Logo,fourth dimension logo — boise idaho logo design agency specializes brandingspecific design,https://fourthdimensionlogo.com/,Na," Graphic Design, Internet, SEO, Web Design, Web Development",01 to 10 ," Boise, Idaho, United States",2018-01-01 00:00:00," Design, Internet Services, Sales and Marketing, Software","Welcome, to Fourth Dimension Logo — a Boise Logo Design Agency that specializes in branding-specific design. Professional Logo Design Services. We specialize in Graphic Design and Website Development. Let us take your branding to the next level and make the best possible impression on your future customers through our skills and experience in Adobe Suite & Design Software. | Fourth Dimension Logo is a digital agency that pays special attention to your project and works with you one-on-one to provide the deluxe craftsmanship your brand deserves.",Software-2018,fourth dimension logo — boise idaho logo design agency specializes brandingspecific design,"['fourth', 'dimension', 'logo', '—', 'b', '##oise', 'id', '##ah', '##o', 'logo', 'design', 'agency', 'specializes', 'branding', '##sp', '##ec', '##ific', 'design']"
