,company_name,description,industry_groups,headquarters
1260,Kai XR,"Kai XR develops inclusive mixed reality spaces allowing children to explore, dream, and create."," Education, Hardware, Software",California
1261,Kalepa,AI-powered Decision Support for Commercial Underwriters," Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",New York
1262,KapVoom,KapVoom is an app for driving.," Apps, Software, Transportation",Florida
1263,Karhappy,KarHappy is an app that organizes routine car maintenance by picking up and returning fleet vehicles accordingly.," Apps, Other, Software, Transportation",Virginia
1264,KARLO,KARLO is the perfect tool to increase customer satisfaction by improving interaction with them and their post-sale experience.," Consumer Electronics, Hardware, Software",Maine
1265,Karma Nation,Karma Nation is a technology Company.,Information Technology,California
1266,Karyosoft,Karyosoft is a Developer of a Web-based enterprise platform," Biotechnology, Information Technology, Science and Engineering, Software",Indiana
1267,Kickwheel Co.,We put students in charge of their journey to and through college.," Apps, Education, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",California
1268,Kinima,Kinima.fit is an adaptive fitness system that uses 3D camera technology combined with AI to guide your workout like a personal trainer.," Artificial Intelligence, Data and Analytics, Education, Hardware, Health Care, Science and Engineering, Software, Sports",California
1269,Kinzie Capital Partners,"Kinzie invests in lower middle market companies amidst transition in the consumer, manufacturing, and services industries."," Financial Services, Hardware, Information Technology, Manufacturing",Illinois
1270,Kix Mobile,Buy / Sell / Trade / Xchange-Repair™ Mobile Devices," Commerce and Shopping, Consumer Electronics, Hardware, Mobile",Florida
1271,Kleard,Kleard is an app for real estate agents that helps verify individuals on-the-spot for a showing or open house.," Government and Military, Real Estate, Software",Washington
1272,Klearly,Klearly is the intelligent GPS for revenue-focused B2B marketing teams.," Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Sales and Marketing, Software",North Carolina
1273,KleverPay,KleverPay is an app for payment solutions.," Apps, Financial Services, Payments, Software",California
1274,KLYP,We empower Beauty Service Professionals to take control of their careers by providing innovative tools to market and grow their businesses.," Apps, Consumer Goods, Software",Utah
1275,Know Network Risk,KNR is a cyber security consulting firm that provides cyber security risk management and compliance services.," Information Technology, Privacy and Security, Professional Services",North Carolina
1276,Knowbility,AI CFO for founders and Investors," Artificial Intelligence, Data and Analytics, Science and Engineering, Software",California
1277,Kobai,Kobai is a new discipline combining machine and human intelligence with an outcome-first and question and answer-based approach.," Artificial Intelligence, Data and Analytics, Science and Engineering, Software",California
1278,Kognos,"Kognos is a cloud-based detection and investigation platform that detects, investigates, and responds to attack campaigns."," Artificial Intelligence, Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",California
1279,Koki Technology,Developer of an automation software designed to standardize and organize all of the steps of distributed application management.," Information Technology, Software",California
1280,Kolu,Kolu is a mobile application that brings tourists together with local tour guides based on three interests.," Apps, Community and Lifestyle, Mobile, Software, Travel and Tourism",New York
1281,Konch,"Konch is a transcription platform that supports educational institutions with translation, transcoding and entity recognition."," Information Technology, Internet Services, Software",California
1282,Innovations Realized,Innovations Realized is an information technology company.," Information Technology, Science and Engineering, Software",California
1283,InNovo Partners,InNovo Partners is a Developer of a data management platform," Data and Analytics, Information Technology, Science and Engineering, Software",Florida
1284,Innsena Communications,Innsena Communications serves companies in the healthcare technology sector with strategic marketing and public relations counsel.," Health Care, Information Technology, Professional Services",Georgia
1285,InOrbit,InOrbit is a cloud-based robot management platform to help robotics developers and operators scale their robot fleets.," Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",California
1286,Inovium,Inovium is a full ERP services provider leveraging a combination of expertise and innovation.,Information Technology,California
1287,Inrupt,Inrupt is an open-source platform that uses a set of modular requirements to decentralize the web.," Information Technology, Software",Massachusetts
1288,Inside Petroleum,Inside Petroleum is a software development company for the energy industry.," Energy, Natural Resources, Software",Texas
1289,Inspector 6,"Inspector 6 uses AI to analyze marketing content, every text block, image, and video."," Artificial Intelligence, Data and Analytics, Media and Entertainment, Science and Engineering, Software",Georgia
1290,InstaScaler,InstaScaler is an automated advertising platform.," Advertising, Information Technology, Internet Services, Sales and Marketing",New York
1291,instatask,Connecting you instantly with the closest contractors nearby for your on-demand tasks. Uber-like for outdoor chores," Apps, Internet Services, Mobile, Software",California
1292,InsuraGuest,InsuraGuest is a SaaS company that provides a proprietary InsurTech software platform.," Financial Services, Software",Utah
1293,Integra Ledger,Integra Ledger is a blockchain for the global legal industry that provides secure interoperability among law firms and clients.," Information Technology, Internet Services, Other, Professional Services",Colorado
